~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ MODEL  13500 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

# Ltot =  4.612168e36erg (lg L/Lsun = 3.078896), lg Teff = 3.578235, M*/Msun = 2.042628
#   J     Mr[-1]  lg P  lg T     lg R L/L(*)    X    Y   XC   XO  e(H) e(He) e C  e(g) e(Nu) lgRho   My Beta lgCap   Rad  Grad   Nad r../g  
    1 0.00000000 3.314 3.578 12.74907 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 8.1m3 0.000-8.060 1.33 1.00-2.072 .3804 .3804 .3996 3.m13 R
   88-1.841135m6 3.347 3.592 12.74891 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.1m3 0.000-8.041 1.33 1.00-1.941 .4872 .4880 .3996 3.m13 +
   89-1.865163m6 3.348 3.593 12.74891 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.1m3 0.000-8.041 1.33 1.00-1.939 .4887 .4895 .3996 3.m13 +
   90-1.889191m6 3.348 3.593 12.74890 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.1m3 0.000-8.041 1.33 1.00-1.937 .4903 .4910 .3996 3.m13 +
  
   91-1.913219m6 3.349 3.593 12.74890 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.1m3 0.000-8.040 1.33 1.00-1.935 .4918 .4925 .3996 3.m13 +
   92-1.937247m6 3.349 3.593 12.74890 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.1m3 0.000-8.040 1.33 1.00-1.934 .4933 .4945 .3996 3.m13 +
   93-1.973288m6 3.350 3.594 12.74890 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.2m3 0.000-8.040 1.33 1.00-1.931 .4956 .4966 .3996 3.m13 +
   94-2.003323m6 3.350 3.594 12.74889 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.2m3 0.000-8.040 1.33 1.00-1.929 .4975 .4985 .3996 3.m13 +
   95-2.033358m6 3.351 3.594 12.74889 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.2m3 0.000-8.039 1.33 1.00-1.927 .4994 .5002 .3996 3.m13 +
  
   96-2.057386m6 3.351 3.594 12.74889 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.2m3 0.000-8.039 1.33 1.00-1.925 .5010 .5017 .3995 3.m13 +
   97-2.081414m6 3.352 3.595 12.74889 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.3m3 0.000-8.039 1.33 1.00-1.923 .5025 .5035 .3995 3.m13 +
   98-2.113451m6 3.352 3.595 12.74888 1.0000 6698 3019 3.m3 0116 0.000 0.000 0.0 9.3m3 0.000-8.039 1.33 1.00-1.921 .5045 .5055 .3995 3.m13 +
